corridas.id-corrida,corridas.Corrida,corridas.uri,corridas.Title,corridas.City / Country,corridas.Day,corridas.Month,corridas.Year,corridas.Race Category,corridas.Distance,corridas.Elevation Gain
26393,Insanity Mountain - Mestre Alvaro,11005.insanitymountain-mestrealvaro30km.2018,Insanity Mountain - Mestre Alvaro 2018 - 30 km,Brazil,31,March,2018,50K,32.4,2600
26847,Insanity Mountain - Buenos Aires,11161.insanitymountain-buenosaires45km.2018,Insanity Mountain - Buenos Aires 2018 - 45 Km,Brazil,14,October,2018,50K,44.8,2020
26895,DESAFIO CORJA PEDRA BRANCA,11183.desafiocorjapedrabrancacruzadacorja-27km.2018,DESAFIO CORJA PEDRA BRANCA 2018 - CRUZADA CORJA - 27KM,Brazil,6,May,2018,20K,26.8,2056
27151,La Mision Brasil,11267.lamisionbrasilhalfmisionbrasil.2018,La Mision Brasil 2018 - Half Mision Brasil,Brazil,18,August,2018,100K,76.2,5180
27153,La Mision Brasil,11263.lamisionbrasilminishortbrasil.2018,La Mision Brasil 2018 - Mini Short Brasil,Brazil,18,August,2018,50K,30.6,2100
27155,La Mision Brasil,11265.lamisionbrasilshortmisionbrasil.2018,La Mision Brasil 2018 - Short Mision Brasil,Brazil,1,August,2018,50K,48.5,2520
27255,Trilhas do Morro Gaucho - IV Etapa CGCTM,8797.trilhasdomorrogaucho-ivetapacgctm46kbrutusdogaucho.2018,Trilhas do Morro Gaucho - IV Etapa CGCTM 2018 - 46K Brutus do Gaucho,Brazil,28,July,2018,50K,47.1,2130
27689,Caminhos de Rosa - ULtramarathon,11439.caminhosderosa-ultramarathon300km.2018,Caminhos de Rosa - ULtramarathon 2018 - 300 km,Brazil,6,September,2018,100M,298.9,3380
28529,Trilhas Salto Ventoso - I Etapa CGCTM,11781.trilhassaltoventoso-ietapacgctm27ktrilhassaltoventoso.2018,Trilhas Salto Ventoso - I Etapa CGCTM 2018 - 27K Trilhas Salto Ventoso,Brazil,17,March,2018,20K,27.5,1120
28567,Trilhas do Morro Gaucho - IV Etapa CGCTM,11807.trilhasdomorrogaucho-ivetapacgctm27kbrutusdogaucho.2018,Trilhas do Morro Gaucho - IV Etapa CGCTM 2018 - 27K Brutus do Gaucho,Brazil,28,July,2018,20K,27.4,1400
28939,Naventura Ouro Fino,11963.naventuraourofino30km.2018,Naventura Ouro Fino 2018 - 30km,Brazil,24,February,2018,20K,29.1,1120
29009,AEUT - AMAZONIA ENDURANCE ULTRA TRAIL,11985.aeut-amazoniaenduranceultratrailaeutitaqui30k.2018,AEUT - AMAZONIA ENDURANCE ULTRA TRAIL 2018 - AEUT ITAQUI 30K,Brazil,18,March,2018,20K,27.9,210
29011,AEUT - AMAZONIA ENDURANCE ULTRA TRAIL,11987.aeut-amazoniaenduranceultratrailaeutitaqui50k.2018,AEUT - AMAZONIA ENDURANCE ULTRA TRAIL 2018 - AEUT ITAQUI 50K,Brazil,18,March,2018,50K,49.6,390
29051,Sul Trail Run - II Etapa CGCTM,12001.sultrailrun-iietapacgctm27ktrilhastupandi.2018,Sul Trail Run - II Etapa CGCTM 2018 - 27K Trilhas Tupandi,Brazil,21,April,2018,20K,27.1,1290
29105,Faccat Trail Run,12031.faccattrailrunfaccattrailrun.2018,Faccat Trail Run 2018,Brazil,28,July,2018,50K,50.8,1660
29283,TUTAN Transmantiqueira UT Agulhas Negras,12093.tutantransmantiqueirautagulhasnegrastutan42k.2018,TUTAN Transmantiqueira UT Agulhas Negras 2018 - TUTAN 42k,Brazil,21,April,2018,50K,43.4,1290
29303,TUTAN Transmantiqueira UT Agulhas Negras,12105.tutantransmantiqueirautagulhasnegrastutan70k.2018,TUTAN Transmantiqueira UT Agulhas Negras 2018 - TUTAN 70k,Brazil,21,April,2018,100K,72.8,3010
29305,TUTAN Transmantiqueira UT Agulhas Negras,12107.tutantransmantiqueirautagulhasnegrastutan100k.2018,TUTAN Transmantiqueira UT Agulhas Negras 2018 - TUTAN 100k ,Brazil,21,April,2018,100K,105.8,3950
30011,WTR Arraial do Cabo,9443.wtrarraialdocabo32k.2018,WTR Arraial do Cabo 2018 - 32k,Brazil,14,April,2018,20K,32,630
30013,WTR Serra do Mar,10677.wtrserradomar52k.2018,WTR Serra do Mar 2018 - 52k,Brazil,24,November,2018,50K,52.7,2640
30015,WTR Serra do Mar,12399.wtrserradomar26k.2018,WTR Serra do Mar 2018 - 26k,Brazil,24,November,2018,20K,26,1630
30887,DE ELITE TRAIL FESTIVAL,10411.deelitetrailfestivalhardtraildeelite.2018,DE ELITE TRAIL FESTIVAL 2018 - Hard Trail De Elite,Brazil,4,August,2018,20K,30.5,1530
30891,DE ELITE TRAIL FESTIVAL,12801.deelitetrailfestivalultratrail54k.2018,DE ELITE TRAIL FESTIVAL 2018 - Ultra Trail 54k,Brazil,4,August,2018,50K,54.7,2440
30951,Extremo Sul - World's Largest Beach,3447.extremosul-world-slargestbeachworld-slargestbeach.2018,Extremo Sul - World's Largest Beach 2018 - World's Largest Beach,Brazil,15,November,2018,100M,227.1,3300
31863,KTR Campos do Jord�o,8101.ktrcamposdojordao42k.2018,KTR Campos do Jord�o 2018 - 42K,Brazil,5,May,2018,50K,40.8,3060
31865,KTR Campos do Jord�o,8043.ktrcamposdojordao21k.2018,KTR Campos do Jord�o 2018 - 21K,Brazil,5,May,2018,20K,21.2,1450
31867,KTR ILHABELA 42K,30666.ktrilhabela42k20k.2018,KTR ILHABELA 42K 2018 - 20K,Brazil,10,November,2018,20K,18.3,1590
31869,KTR ILHABELA 42K,30665.ktrilhabela42k35k.2018,KTR ILHABELA 42K 2018 - 35K,Brazil,10,November,2018,50K,34.6,2220
31871,KTR ILHABELA 42K,10371.ktrilhabela42k80kultrailhabela.2018,KTR ILHABELA 42K 2018 - 80k Ultra Ilhabela,Brazil,10,November,2018,100K,78.6,3390
31873,KTR Serra Fina,8045.ktrserrafina50kserrafina.2018,KTR Serra Fina 2018 - 50k Serra Fina,Brazil,23,June,2018,50K,48.6,2900
31875,KTR Serra Fina,8099.ktrserrafina24k.2018,KTR Serra Fina 2018 - 24k,Brazil,23,June,2018,20K,23.9,1500
31925,Desafio Cerro Branco,13277.desafiocerrobranco50km.2018,Desafio Cerro Branco 2018 - 50km,Brazil,5,May,2018,50K,49.6,2650
32041,Amazing Runs Garopaba,9973.amazingrunsgaropaba45km.2018,Amazing Runs Garopaba 2018 - 45 Km,Brazil,19,May,2018,50K,45.4,1810
32043,Amazing Runs Garopaba,13353.amazingrunsgaropaba45km-10-5km.2018,"Amazing Runs Garopaba 2018 - 45 Km + 10,5 Km",Brazil,19,May,2018,50K,55.7,2240
32085,Indomit Pedra do Ba�,13365.indomitpedradobau35km.2018,Indomit Pedra do Ba� 2018 - 35 Km,Brazil,7,April,2018,50K,35.5,2010
32231,Amazing Runs,9763.amazingrunsserradacanastra65k.2018,Amazing Runs 2018 - Serra da Canastra 65k,Brazil,3,November,2018,50K,64.7,2030
32235,Amazing Runs,9923.amazingrunsserradacanastra38km.2018,Amazing Runs 2018 - Serra da Canastra 38 km,Brazil,3,November,2018,20K,37.5,670
32237,Amazing Runs,9925.amazingrunsserradacanastra26km.2018,Amazing Runs 2018 - Serra da Canastra 26km,Brazil,3,November,2018,20K,27.5,1370
32397,Indomit Pedra do Ba�,3520.indomitpedradobau50km.2018,Indomit Pedra do Ba� 2018 - 50 km,Brazil,7,April,2018,50K,50.6,3040
33239,INSANE,13935.insaneinsane69k.2018,INSANE 2018 - INSANE 69k,Brazil,9,June,2018,50K,69,2760
33409,Trilhas Serra dos Vales - III Etapa CGCTM,14035.trilhasserradosvales-iiietapacgctm27ktrilhasserradosvales.2018,Trilhas Serra dos Vales - III Etapa CGCTM 2018 - 27K Trilhas Serra dos Vales,Brazil,26,May,2018,20K,26.9,1310
34249,Ultramaratona dos Perdidos Skymarathon,2419.ultramaratonadosperdidosskymarathon45k.2018,Ultramaratona dos Perdidos Skymarathon 2018 - 45K,Brazil,14,July,2018,50K,45.8,2980
34251,Ultramaratona dos Perdidos Skymarathon,8675.ultramaratonadosperdidosskymarathon25k.2018,Ultramaratona dos Perdidos Skymarathon 2018 - 25K,Brazil,14,July,2018,20K,25.5,1650
34253,Ultramaratona dos Perdidos Skymarathon,8677.ultramaratonadosperdidosskymarathon100k.2018,Ultramaratona dos Perdidos Skymarathon 2018 - 100K,Brazil,13,July,2018,100K,101.2,5580
34255,Ara�atuba Half Marathon SkyRace,8681.aracatubahalfmarathonskyrace21k.2018,Ara�atuba Half Marathon SkyRace 2018 - 21K,Brazil,16,February,2018,20K,22.5,1490
34257,Ara�atuba Half Marathon SkyRace,8683.aracatubahalfmarathonskyrace13k.2018,Ara�atuba Half Marathon SkyRace 2018 - 13K,Brazil,16,February,2018,20K,12.8,850
34407,Trilhas de Nova Roma do Sul - V Etapa CGCTM,14491.trilhasdenovaromadosul-vetapacgctm29ktrilhasdenovaromadosul.2018,Trilhas de Nova Roma do Sul - V Etapa CGCTM 2018 - 29K Trilhas de Nova Roma do Sul,Brazil,15,September,2018,20K,29.2,1570
34573,ForrestRUN: Desafio Tormenta,14577.forrestrun-desafiotormenta50k-ultra.2018,ForrestRUN: Desafio Tormenta 2018 - 50K - ULTRA,Brazil,28,July,2018,50K,51.6,2140
35099,Trilhas de Serra Grande - VI Etapa CGCTM,14849.trilhasdeserragrande-vietapacgctm33ktrilhasdeserragrande.2018,Trilhas de Serra Grande - VI Etapa CGCTM 2018 - 33K Trilhas de Serra Grande,Brazil,20,October,2018,20K,33.4,1440
35167,ForrestRUN: Desafio Tormenta,14883.forrestrun-desafiotormenta30k-longo.2018,ForrestRUN: Desafio Tormenta 2018 - 30K - LONGO,Brazil,28,July,2018,20K,31,1460
35169,ForrestRUN: Desafio Tormenta,14885.forrestrun-desafiotormenta14k-medio.2018,ForrestRUN: Desafio Tormenta 2018 - 14K - M�DIO,Brazil,28,July,2018,20K,14.9,620
35171,ForrestRUN: Desafio Tormenta,14887.forrestrun-desafiotormenta7k-curto.2018,ForrestRUN: Desafio Tormenta 2018 - 7K - CURTO,Brazil,28,July,2018,,,
35243,INDOMIT Bombinhas 10 anos,7979.indomitbombinhas10anos42km.2018,INDOMIT Bombinhas 10 anos 2018 - 42 km,Brazil,4,August,2018,50K,42.9,1460
35533,AMAZONIA ENDURANCE ULTRA TRAIL - BARCARENA,15077.amazoniaenduranceultratrail-barcarenaaeuthalf.2018,AMAZONIA ENDURANCE ULTRA TRAIL - BARCARENA 2018 - AEUT HALF,Brazil,5,August,2018,20K,32.3,590
35535,AMAZONIA ENDURANCE ULTRA TRAIL - BARCARENA,15079.amazoniaenduranceultratrail-barcarenaaeutultra.2018,AMAZONIA ENDURANCE ULTRA TRAIL - BARCARENA 2018 - AEUT ULTRA,Brazil,5,August,2018,50K,56.5,1050
35745,Naventura Garopaba,15147.naventuragaropaba30km.2018,Naventura Garopaba 2018 - 30km,Brazil,6,October,2018,20K,29.5,890
35747,Naventura Garopaba,15149.naventuragaropaba52km.2018,Naventura Garopaba 2018 - 52km,Brazil,6,October,2018,50K,51.7,1930
35985,Cascatas & Montanhas - VII Etapa CGCTM,15285.cascatas-montanhas-viietapacgctm28kcascatas-montanhas.2018,Cascatas & Montanhas - VII Etapa CGCTM 2018 - 28K Cascatas & Montanhas,Brazil,24,November,2018,20K,28.5,920
36125,Brazil 135+ Ultramarathon,7577.brazil135-ultramarathonmaratona3.2019,Brazil 135+ Ultramarathon 2019 - Maratona 3,Brazil,17,January,2019,100K,127.1,3460
36127,Brazil 135+ Ultramarathon,7377.brazil135-ultramarathon135miles.2019,Brazil 135+ Ultramarathon 2019 - 135 Miles,Brazil,17,January,2019,100M,209.3,6010
36367,Indomit costa esmeralda ultra-trail�,2963.indomitcostaesmeraldaultra-trail-100km.2018,Indomit costa esmeralda ultra-trail� 2018 - 100 KM,Brazil,26,October,2018,100K,102,3490
36369,Indomit costa esmeralda ultra-trail�,3441.indomitcostaesmeraldaultra-trail-80km.2018,Indomit costa esmeralda ultra-trail� 2018 - 80 Km,Brazil,26,October,2018,100K,82.2,2480
36371,Indomit costa esmeralda ultra-trail�,5949.indomitcostaesmeraldaultra-trail-50km.2018,Indomit costa esmeralda ultra-trail� 2018 - 50 KM,Brazil,27,October,2018,50K,50.7,1600
36373,Indomit costa esmeralda ultra-trail�,10031.indomitcostaesmeraldaultra-trail-100milles.2018,Indomit costa esmeralda ultra-trail� 2018 - 100 MILLES,Brazil,26,October,2018,100M,160.3,4730
36417,Desafio das Serras,9327.desafiodasserraspercursomedio40km.2018,Desafio das Serras 2018 - Percurso M�dio 40km,Brazil,22,September,2018,20K,38.6,1910
36419,Desafio das Serras,9325.desafiodasserraspercursolongo90km.2018,Desafio das Serras 2018 - Percurso Longo 90km,Brazil,22,September,2018,50K,89.1,3030
36709,3� STAGE INSANE,31078.3-stageinsaneinsane25k.2019,3� STAGE INSANE 2019 -  INSANE 25K,Brazil,16,February,2019,20K,25.9,1220
36711,3� STAGE INSANE,31079.3-stageinsaneinsane45k.2019,3� STAGE INSANE 2019 - INSANE 45K,Brazil,16,February,2019,50K,45,2130
36713,	3rd stage insane - Morungaba,31076.-3rdstageinsane-morungabainsane30k.2019,	3rd stage insane - Morungaba 2019 - INSANE 30K,Brazil,4,May,2019,20K,29.1,1460
36715,2nd STAGE INSANE - Po�os de Caldas,15559.2ndstageinsane-pocosdecaldasinsane50k.2019,2nd STAGE INSANE - Po�os de Caldas 2019 - INSANE 50K,Brazil,4,May,2019,50K,46.7,2230
36717,	3rd stage insane - Morungaba,31074.-3rdstageinsane-morungabainsane10k.2019,	3rd stage insane - Morungaba 2019 - INSANE 10K,Brazil,24,August,2019,,,
36719,	3rd stage insane - Morungaba,31075.-3rdstageinsane-morungabainsane22k.2019,	3rd stage insane - Morungaba 2019 - INSANE 22K,Brazil,24,August,2019,20K,21,870
37115,4Th Stage Insane - Pico do Gavi�o,15727.4thstageinsane-picodogaviaoinsane100k.2019,4Th Stage Insane - Pico do Gavi�o 2019 - INSANE 100K,Brazil,23,November,2019,100K,98.1,2900
37117,4Th Stage Insane - Pico do Gavi�o,15729.4thstageinsane-picodogaviaoinsane25k.2019,4Th Stage Insane - Pico do Gavi�o 2019 - INSANE 25K,Brazil,23,November,2019,20K,27.4,1220
37119,4Th Stage Insane - Pico do Gavi�o,15731.4thstageinsane-picodogaviaoinsane58k.2019,4Th Stage Insane - Pico do Gavi�o 2019 - INSANE 58K,Brazil,23,November,2019,50K,58.1,2120
37527,Desafio Raiz Tapera,15913.desafioraiztapera10kmsolo.2018,Desafio Raiz Tapera 2018 - 10km Solo,Brazil,1,December,2018,,,
37529,Desafio Raiz Tapera,15915.desafioraiztapera20kmteam.2018,Desafio Raiz Tapera 2018 - 20km team,Brazil,1,December,2018,20K,21.1,1300
37531,Desafio Raiz Tapera,30910.desafioraiztapera20kmsolo.2018,Desafio Raiz Tapera 2018 - 20km Solo,Brazil,1,December,2018,20K,21.1,1300
37741,DESAFIO CORJA PEDRA BRANCA,11183.desafiocorjapedrabrancacruzadadoceu-32km.2019,DESAFIO CORJA PEDRA BRANCA 2019 - CRUZADA DO C�U - 32KM,Brazil,5,May,2019,50K,33.1,2260
38095,300 - O Desafio,16049.300-odesafiodesafio150.2018,300 - O Desafio 2018 - Desafio 150 ,Brazil,22,March,2018,100K,143.4,2570
38153,ForrestRUN: Desafio Serrinha,11101.forrestrun-desafioserrinha18k-medio.2019,ForrestRUN: Desafio Serrinha 2019 - 18K - M�DIO,Brazil,10,February,2019,20K,18,530
38155,ForrestRUN: Desafio Serrinha,11099.forrestrun-desafioserrinha30k-longo.2019,ForrestRUN: Desafio Serrinha 2019 - 30K - LONGO,Brazil,10,February,2019,20K,30.1,960
38315,ForrestRUN: Desafio Serrinha,16141.forrestrun-desafioserrinha7-5k-curto.2019,ForrestRUN: Desafio Serrinha 2019 - 7.5K - CURTO,Brazil,10,February,2019,,,
38607,Ultra Desafio - Marmelopolis,10583.ultradesafio-marmelopolisud55km.2018,Ultra Desafio - Marmelopolis 2018 - UD 55 km,Brazil,1,December,2018,50K,54.5,1960
38609,Ultra Desafio - Marmelopolis,10585.ultradesafio-marmelopolisud85km.2018,Ultra Desafio - Marmelopolis 2018 - Ud 85 km,Brazil,1,December,2018,100K,84.1,2910
38611,Trilhas de Maquin�  - I Etapa,16235.trilhasdemaquine-ietapa20ktrilhasdemaquine.2019,Trilhas de Maquin�  - I Etapa 2019 - 20K Trilhas de Maquin�,Brazil,16,February,2019,20K,19.9,800
38673,Trilhas do Salto Ventoso  - II Etapa,11781.trilhasdosaltoventoso-iietapa24ktrilhasdosaltoventoso.2019,Trilhas do Salto Ventoso  - II Etapa 2019 - 24K Trilhas do Salto Ventoso,Brazil,16,March,2019,20K,23.6,1150
38687,Trilhas da Serra Grande - IV Etapa,16269.trilhasdaserragrande-ivetapa22ktrilhasdeserragrande.2019,Trilhas da Serra Grande - IV Etapa 2019 - 22K Trilhas de Serra Grande,Brazil,29,June,2019,20K,21.7,1010
38689,Trilhas ArcoVerde - V Etapa,16271.trilhasarcoverde-vetapa28ktrilhasarcoverde.2019,Trilhas ArcoVerde - V Etapa 2019 - 28K Trilhas ArcoVerde,Brazil,10,August,2019,20K,28.4,1020
38691,Trilhas de Nova Roma do Sul - VI Etapa,14491.trilhasdenovaromadosul-vietapa22ktrilhasnovaromadosul.2019,Trilhas de Nova Roma do Sul - VI Etapa 2019 - 22K Trilhas Nova Roma do Sul,Brazil,7,September,2019,20K,22,1360
38697,Trilhas do Morro Ga�cho - III Etapa,16275.trilhasdomorrogaucho-iiietapa25ktrilhasdomorrogaucho.2019,Trilhas do Morro Ga�cho - III Etapa 2019 - 25K Trilhas do Morro Ga�cho,Brazil,4,May,2019,20K,25,1460
38699,Trilhas do Morro Ga�cho - III Etapa,16277.trilhasdomorrogaucho-iiietapa54kbrutosdogaucho.2019,Trilhas do Morro Ga�cho - III Etapa 2019 - 54K Brutos do Ga�cho,Brazil,4,May,2019,50K,54.8,3100
38701,Trilhas Serra dos Vales - VIII Etapa,14035.trilhasserradosvales-viiietapa23ktrilhasserradosvales.2019,Trilhas Serra dos Vales - VIII Etapa 2019 - 23K Trilhas Serra dos Vales,Brazil,9,November,2019,20K,23.2,1130
40117,Desafio Cerro Branco,13277.desafiocerrobrancoultra55k.2019,Desafio Cerro Branco 2019 - Ultra 55k,Brazil,13,April,2019,50K,48.1,2410
40119,Desafio Cerro Branco,16799.desafiocerrobrancolongo23k.2019,Desafio Cerro Branco 2019 - Longo 23k,Brazil,13,April,2019,20K,23.5,1310
40289,Ultra Desafio Passa Quatro - MG,4485.ultradesafiopassaquatro-mgud80km.2019,Ultra Desafio Passa Quatro - MG 2019 - UD 80 Km,Brazil,16,February,2019,100K,80.6,2360
40291,Ultra Desafio Passa Quatro - MG,4250.ultradesafiopassaquatro-mgud120km.2019,Ultra Desafio Passa Quatro - MG 2019 - UD 120 Km,Brazil,16,February,2019,100K,119.8,2810
40293,Ultra Desafio Passa Quatro - MG,16329.ultradesafiopassaquatro-mgud30km.2019,Ultra Desafio Passa Quatro - MG 2019 - UD 30 Km,Brazil,16,February,2019,20K,29.1,1030
40295,Ultra Desafio Passa Quatro - MG,16331.ultradesafiopassaquatro-mgud15km.2019,Ultra Desafio Passa Quatro - MG 2019 - UD 15 Km,Brazil,16,February,2019,,,
40297,300 - O Desafio,10575.300-odesafio300-odesafio.2019,300 - O Desafio 2019,Brazil,21,March,2019,100M,299.8,5800
40299,300 - O Desafio,16049.300-odesafiodesafio150.2019,300 - O Desafio 2019 - Desafio 150 ,Brazil,21,March,2019,100M,147.7,3140
40301,Ultramaratona dos Anjos Internacional,1735.ultramaratonadosanjosinternacional235kmx-hard.2019,Ultramaratona dos Anjos Internacional 2019 - 235 Km X-Hard,Brazil,12,July,2019,100M,233.5,5860
40303,Ultramaratona dos Anjos Internacional,3814.ultramaratonadosanjosinternacional65kmeasy.2019,Ultramaratona dos Anjos Internacional 2019 - 65 Km Easy,Brazil,12,July,2019,50K,64.5,1850
40305,Ultramaratona dos Anjos Internacional,3815.ultramaratonadosanjosinternacional95kmmedium.2019,Ultramaratona dos Anjos Internacional 2019 - 95 Km Medium,Brazil,12,July,2019,100K,94.7,2270
40307,Ultramaratona dos Anjos Internacional,3816.ultramaratonadosanjosinternacional135kmhard.2019,Ultramaratona dos Anjos Internacional 2019 - 135 Km Hard,Brazil,12,July,2019,100K,132.6,3720
40309,Ultramaratona dos Anjos Internacional,16323.ultramaratonadosanjosinternacional25kmfast.2019,Ultramaratona dos Anjos Internacional 2019 - 25 Km Fast,Brazil,12,July,2019,20K,23,600
40311,Ultra Desafio Itanhandu - MG,16145.ultradesafioitanhandu-mgud35km.2019,Ultra Desafio Itanhandu - MG 2019 - UD 35 km,Brazil,19,October,2019,20K,34.9,820
40313,Ultra Desafio Itanhandu - MG,16099.ultradesafioitanhandu-mgud50km.2019,Ultra Desafio Itanhandu - MG 2019 - UD 50 km,Brazil,19,October,2019,50K,49,1090
40315,Ultra Desafio Itanhandu - MG,16101.ultradesafioitanhandu-mgud75km.2019,Ultra Desafio Itanhandu - MG 2019 - UD 75 km,Brazil,19,October,2019,50K,75.2,1840
40317,Ultra Desafio Itanhandu - MG,16321.ultradesafioitanhandu-mgud15km.2019,Ultra Desafio Itanhandu - MG 2019 - Ud 15 Km,Brazil,19,October,2019,,,
40319,Ultra Desafio Morungaba - SP,3818.ultradesafiomorungaba-spud75km.2019,Ultra Desafio Morungaba - SP 2019 - UD 75 Km,Brazil,1,June,2019,50K,75,2130
40321,Ultra Desafio Morungaba - SP,4523.ultradesafiomorungaba-spud50km.2019,Ultra Desafio Morungaba - SP 2019 - UD 50 Km,Brazil,1,June,2019,50K,50,1450
40323,Ultra Desafio Morungaba - SP,16325.ultradesafiomorungaba-spud25km.2019,Ultra Desafio Morungaba - SP 2019 - UD 25 Km,Brazil,1,June,2019,20K,25,780
40325,Ultra Desafio Morungaba - SP,16327.ultradesafiomorungaba-spud11km.2019,Ultra Desafio Morungaba - SP 2019 - UD 11 Km,Brazil,1,June,2019,,,
40561,Run Brasil Ride,16959.runbrasilrideultra70-32krunbraslride.2018,Run Brasil Ride 2018 - Ultra 70 - 32k Run Brasl Ride,Brazil,8,December,2018,20K,31.4,1080
40563,Run Brasil Ride,16961.runbrasilrideultra70k.2018,Run Brasil Ride 2018 - Ultra 70k,Brazil,8,December,2018,50K,69.5,2110
40853,Caminhos de Rosa - ULtramarathon,10651.caminhosderosa-ultramarathon160km-100miles.2019,Caminhos de Rosa - ULtramarathon 2019 - 160 km - 100 miles,Brazil,7,September,2019,100K,144.8,1890
40855,Caminhos de Rosa - ULtramarathon,10653.caminhosderosa-ultramarathon100km.2019,Caminhos de Rosa - ULtramarathon 2019 - 100 km,Brazil,6,September,2019,100K,97.2,1000
40857,Caminhos de Rosa - ULtramarathon,10655.caminhosderosa-ultramarathon57km.2019,Caminhos de Rosa - ULtramarathon 2019 - 57 km,Brazil,7,September,2019,50K,57.1,780
40861,Caminhos de Rosa - ULtramarathon,9135.caminhosderosa-ultramarathon250km.2019,Caminhos de Rosa - ULtramarathon 2019 - 250 km,Brazil,6,September,2019,100M,242.1,2890
41929,INDOMIT Bombinhas,14913.indomitbombinhas25k.2019,INDOMIT Bombinhas 2019 - 25k,Brazil,10,August,2019,20K,24.9,850
41931,INDOMIT Bombinhas,7979.indomitbombinhas42km.2019,INDOMIT Bombinhas 2019 - 42 km,Brazil,10,August,2019,50K,43.4,1490
42373,Insanity Mountain - Mestre �lvaro,11005.insanitymountain-mestrealvaro30km.2019,Insanity Mountain - Mestre �lvaro 2019 - 30km,Brazil,20,April,2019,50K,32.4,2600
42379,Insanity Mountain - Buenos Aires,11161.insanitymountain-buenosaires53km.2019,Insanity Mountain - Buenos Aires 2019 - 53 Km,Brazil,9,November,2019,50K,56.1,2770
42701,Faccat Trail Run,12031.faccattrailrun56k.2019,Faccat Trail Run 2019 - 56K,Brazil,27,July,2019,50K,57.1,1980
43647,Extremo Sul Ultramarathon,3447.extremosulultramarathonworld-slargestbeach.2019,Extremo Sul Ultramarathon 2019 - World's Largest Beach,Brazil,14,November,2019,100M,220.3,3070
43943,TUTAN Transmantiqueira UT Agulhas Negras,12093.tutantransmantiqueirautagulhasnegrastutan42k.2019,TUTAN Transmantiqueira UT Agulhas Negras 2019 - TUTAN 42k,Brazil,11,December,2019,50K,42,1636
43945,TUTAN Transmantiqueira UT Agulhas Negras,12105.tutantransmantiqueirautagulhasnegrastutan75k.2019,TUTAN Transmantiqueira UT Agulhas Negras 2019 - TUTAN 75k,Brazil,20,April,2019,100K,79.8,3420
43947,TUTAN Transmantiqueira UT Agulhas Negras,12107.tutantransmantiqueirautagulhasnegrastutan100k.2019,TUTAN Transmantiqueira UT Agulhas Negras 2019 - TUTAN 100k ,Brazil,20,April,2019,100K,100.6,4060
44139,Amazing Runs Garopaba,9973.amazingrunsgaropaba50km.2019,Amazing Runs Garopaba 2019 - 50 Km,Brazil,25,May,2019,50K,51,1980
44143,Amazing Runs Garopaba,13357.amazingrunsgaropabaamazingrunsgaropaba-27km.2019,Amazing Runs Garopaba 2019 - Amazing Runs Garopaba - 27 Km,Brazil,18,May,2019,20K,27,800
44145,Amazing Runs Garopaba,13361.amazingrunsgaropabaargaropaba27km-10-5km.2019,"Amazing Runs Garopaba 2019 - AR Garopaba 27km + 10,5km",Brazil,19,May,2019,20K,36.8,1120
44457,KTR Ilhabela,30666.ktrilhabela20k.2019,KTR Ilhabela 2019 - 20K,Brazil,9,November,2019,20K,21.4,1440
44459,KTR Ilhabela,30665.ktrilhabela35k.2019,KTR Ilhabela 2019 - 35K,Brazil,9,November,2019,50K,34.6,2140
44461,KTR Ilhabela,10371.ktrilhabela80kultrailhabela.2019,KTR Ilhabela 2019 - 80k Ultra Ilhabela,Brazil,9,November,2019,100K,78.3,3620
44463,KTR Serra Fina,8045.ktrserrafina50kserrafina.2019,KTR Serra Fina 2019 - 50k Serra Fina,Brazil,29,June,2019,50K,48.6,2870
44465,KTR Serra Fina,8099.ktrserrafina24k.2019,KTR Serra Fina 2019 - 24k,Brazil,29,June,2019,20K,24,1500
44467,KTR Campos do Jord�o,8101.ktrcamposdojordao42k.2019,KTR Campos do Jord�o 2019 - 42K,Brazil,27,April,2019,50K,41.2,2990
44469,KTR Campos do Jord�o,8043.ktrcamposdojordao21k.2019,KTR Campos do Jord�o 2019 - 21K,Brazil,27,April,2019,20K,21.4,1440
44859,Naventura Ouro Fino,11963.naventuraourofino30km.2019,Naventura Ouro Fino 2019 - 30km,Brazil,16,February,2019,20K,32.9,1250
44861,Naventura Ouro Fino,13011.naventuraourofino50km.2019,Naventura Ouro Fino 2019 - 50km,Brazil,16,February,2019,50K,50.1,1880
45203,Trilhas Sul Trail Run - VII Etapa,18545.trilhassultrailrun-viietapa21ktrilhassultrailrun.2019,Trilhas Sul Trail Run - VII Etapa 2019 - 21K Trilhas Sul Trail Run,Brazil,12,October,2019,20K,20.8,930
45227,Ultramaratona dos Perdidos Skymarathon,2419.ultramaratonadosperdidosskymarathon45k.2019,Ultramaratona dos Perdidos Skymarathon 2019 - 45K,Brazil,13,July,2019,50K,45,2900
45229,Ultramaratona dos Perdidos Skymarathon,8675.ultramaratonadosperdidosskymarathon25k.2019,Ultramaratona dos Perdidos Skymarathon 2019 - 25K,Brazil,13,July,2019,20K,24.5,1570
45233,Ara�atuba Half Marathon SkyRace,8681.aracatubahalfmarathonskyrace21k.2019,Ara�atuba Half Marathon SkyRace 2019 - 21K,Brazil,16,February,2019,20K,22.6,1500
